question_id,title_ind,title_en,question_ind,question_en,question_code,reference_solution,expected_output,week,source_no,order_no,active,data_status,question_type,source_system,source_key,source_code,level,short_description_ind,short_description_en,content_blocks_ind,content_blocks_en,sample_inputs,sample_outputs,probe_no,target_misconception_id,input_description_ind,input_description_en,output_description_ind,output_description_en,io_content_type,test_cases_json,options_json,correct_option_label,evidence_available,lms_question_id,display_question_code
Q099,Kata kunci dianggap boleh digunakan sebagai nama variabel: Kasus 2,Reserved words are assumed to be valid variable names: Case 2,"Perhatikan deklarasi berikut.
  
  kamus
  const : boolean
  
  Apakah nama const aman digunakan sebagai variabel?","Perhatikan deklarasi berikut.
  
  kamus
  const : boolean
  
  Apakah nama const aman digunakan sebagai variabel?",VA-13,"Tidak, const adalah kata yang dicadangkan untuk konstanta.",Kunci: B,W03,220,99,TRUE,ready,MP,LMS,LMS-MP-W03-VA-13-Q2,VA-13,,Uji pemahaman tentang Kata kunci dianggap boleh digunakan sebagai nama variabel. Perhatikan deklarasi berikut. Apakah nama const aman digunakan sebagai variabel?,Assess understanding of Reserved words are assumed to be valid variable names. Perhatikan deklarasi berikut. Apakah nama const aman digunakan sebagai variabel?,"[{""type"": ""text"", ""content"": ""Perhatikan deklarasi berikut.""}, {""type"": ""code"", ""content"": ""kamus\n const : boolean""}, {""type"": ""text"", ""content"": ""Apakah nama const aman digunakan sebagai variabel?""}]","[{""type"": ""text"", ""content"": ""Perhatikan deklarasi berikut.""}, {""type"": ""code"", ""content"": ""kamus\n const : boolean""}, {""type"": ""text"", ""content"": ""Apakah nama const aman digunakan sebagai variabel?""}]",[],[],2,VA-13,,,,,none,,"[{""answer_id"": ""A303"", ""label"": ""A"", ""text"": ""Ya, semua kata boleh menjadi identifier."", ""is_correct"": false, ""misconceptions"": [""VA-13""]}, {""answer_id"": ""A304"", ""label"": ""B"", ""text"": ""Tidak, const adalah kata yang dicadangkan untuk konstanta."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A305"", ""label"": ""C"", ""text"": ""Ya, karena tipenya Boolean."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A306"", ""label"": ""D"", ""text"": ""Hanya valid jika ditulis dengan huruf besar."", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-VA-13-2
Q100,Variabel dianggap dapat digunakan sebelum diinisialisasi: Kasus 1,A variable is assumed to be usable before initialization: Case 1,"Perhatikan pseudocode berikut.
  
  kamus
  p, q, hasil : boolean
  algoritma
  input(p)
  hasil <- p and q
  output(hasil)
  
  Apa masalah utama pada algoritma tersebut?","Perhatikan pseudocode berikut.
  
  kamus
  p, q, hasil : boolean
  algoritma
  input(p)
  hasil <- p and q
  output(hasil)
  
  Apa masalah utama pada algoritma tersebut?",VA-14,q belum pernah menerima nilai sebelum digunakan dalam ekspresi.,Kunci: B,W03,221,100,TRUE,ready,MP,LMS,LMS-MP-W03-VA-14-Q1,VA-14,,"Uji pemahaman tentang Variabel dianggap dapat digunakan sebelum diinisialisasi. Perhatikan pseudocode berikut. p, q, hasil : boolean Apa masalah utama pada algoritma tersebut?","Assess understanding of A variable is assumed to be usable before initialization. Perhatikan pseudocode berikut. p, q, hasil : boolean Apa masalah utama pada algoritma tersebut?","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""kamus\np, q, hasil : boolean\nalgoritma\n input(p)\n hasil <- p and q\n output(hasil)""}, {""type"": ""text"", ""content"": ""Apa masalah utama pada algoritma tersebut?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""kamus\np, q, hasil : boolean\nalgoritma\n input(p)\n hasil <- p and q\n output(hasil)""}, {""type"": ""text"", ""content"": ""Apa masalah utama pada algoritma tersebut?""}]",[],[],1,VA-14,,,,,none,,"[{""answer_id"": ""A307"", ""label"": ""A"", ""text"": ""Tidak ada masalah; karena sudah dideklarasikan, q otomatis bernilai false."", ""is_correct"": false, ""misconceptions"": [""VA-14""]}, {""answer_id"": ""A308"", ""label"": ""B"", ""text"": ""q belum pernah menerima nilai sebelum digunakan dalam ekspresi."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A309"", ""label"": ""C"", ""text"": ""Operator and hanya dapat digunakan pada integer."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A310"", ""label"": ""D"", ""text"": ""hasil harus dibaca melalui input sebelum digunakan."", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-VA-14-1
Q101,Variabel dianggap dapat digunakan sebelum diinisialisasi: Kasus 2,A variable is assumed to be usable before initialization: Case 2,"Perhatikan algoritma berikut.
  
  if nilai > 0 then
  status <- true
  endif
  output(status)
  
  Apa masalah utamanya ketika nilai <= 0?","Perhatikan algoritma berikut.
  
  if nilai > 0 then
  status <- true
  endif
  output(status)
  
  Apa masalah utamanya ketika nilai <= 0?",VA-14,status belum menerima nilai tetapi tetap ditampilkan.,Kunci: A,W03,222,101,TRUE,ready,MP,LMS,LMS-MP-W03-VA-14-Q2,VA-14,,Uji pemahaman tentang Variabel dianggap dapat digunakan sebelum diinisialisasi. Perhatikan algoritma berikut. Apa masalah utamanya ketika nilai <= 0?,Assess understanding of A variable is assumed to be usable before initialization. Perhatikan algoritma berikut. Apa masalah utamanya ketika nilai <= 0?,"[{""type"": ""text"", ""content"": ""Perhatikan algoritma berikut.""}, {""type"": ""code"", ""content"": ""if nilai > 0 then\n status <- true\n endif\n output(status)""}, {""type"": ""text"", ""content"": ""Apa masalah utamanya ketika nilai <= 0?""}]","[{""type"": ""text"", ""content"": ""Perhatikan algoritma berikut.""}, {""type"": ""code"", ""content"": ""if nilai > 0 then\n status <- true\n endif\n output(status)""}, {""type"": ""text"", ""content"": ""Apa masalah utamanya ketika nilai <= 0?""}]",[],[],2,VA-14,,,,,none,,"[{""answer_id"": ""A311"", ""label"": ""A"", ""text"": ""status belum menerima nilai tetapi tetap ditampilkan."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A312"", ""label"": ""B"", ""text"": ""output otomatis memberi status nilai false."", ""is_correct"": false, ""misconceptions"": [""VA-14""]}, {""answer_id"": ""A313"", ""label"": ""C"", ""text"": ""status menyimpan kedua nilai true dan false."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A314"", ""label"": ""D"", ""text"": ""if akan selalu dijalankan."", ""is_correct"": false, ""misconceptions"": []}]",A,TRUE,,MP-VA-14-2
Q102,Urutan eksekusi dianggap dapat berubah: Kasus 1,Execution order is assumed to be changeable: Case 1,"Perhatikan pseudocode berikut.
  
  status <- false
  output(status)
  status <- true
  
  Apa yang ditampilkan?","Perhatikan pseudocode berikut.
  
  status <- false
  output(status)
  status <- true
  
  Apa yang ditampilkan?",SQ-01,false,Kunci: B,W03,223,102,TRUE,ready,MP,LMS,LMS-MP-W03-SQ-01-Q1,SQ-01,,Uji pemahaman tentang Urutan eksekusi dianggap dapat berubah. Perhatikan pseudocode berikut. Apa yang ditampilkan?,Assess understanding of Execution order is assumed to be changeable. Perhatikan pseudocode berikut. Apa yang ditampilkan?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""status <- false\n output(status)\n status <- true""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""status <- false\n output(status)\n status <- true""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]",[],[],1,SQ-01,,,,,none,,"[{""answer_id"": ""A315"", ""label"": ""A"", ""text"": ""true"", ""is_correct"": false, ""misconceptions"": [""SQ-01""]}, {""answer_id"": ""A316"", ""label"": ""B"", ""text"": ""false"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A317"", ""label"": ""C"", ""text"": ""false lalu true"", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A318"", ""label"": ""D"", ""text"": ""tidak ada keluaran"", ""is_correct"": false, ""misconceptions"": []}]",B,FALSE,,MP-SQ-01-1
Q103,Urutan eksekusi dianggap dapat berubah: Kasus 2,Execution order is assumed to be changeable: Case 2,"Perhatikan urutan berikut.
  
  hasil <- not status
  status <- true
  
  Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?","Perhatikan urutan berikut.
  
  hasil <- not status
  status <- true
  
  Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?",SQ-01,"Tidak, status harus sudah memiliki nilai ketika baris pertama dijalankan.",Kunci: B,W03,224,103,TRUE,ready,MP,LMS,LMS-MP-W03-SQ-01-Q2,SQ-01,,Uji pemahaman tentang Urutan eksekusi dianggap dapat berubah. Perhatikan urutan berikut. Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?,Assess understanding of Execution order is assumed to be changeable. Perhatikan urutan berikut. Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?,"[{""type"": ""text"", ""content"": ""Perhatikan urutan berikut.""}, {""type"": ""code"", ""content"": ""hasil <- not status\n status <- true""}, {""type"": ""text"", ""content"": ""Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?""}]","[{""type"": ""text"", ""content"": ""Perhatikan urutan berikut.""}, {""type"": ""code"", ""content"": ""hasil <- not status\n status <- true""}, {""type"": ""text"", ""content"": ""Dapatkah baris pertama memakai nilai true yang baru diberikan pada baris kedua?""}]",[],[],2,SQ-01,,,,,none,,"[{""answer_id"": ""A319"", ""label"": ""A"", ""text"": ""Ya, komputer melihat nilai yang akan datang."", ""is_correct"": false, ""misconceptions"": [""SQ-01"", ""VA-14""]}, {""answer_id"": ""A320"", ""label"": ""B"", ""text"": ""Tidak, status harus sudah memiliki nilai ketika baris pertama dijalankan."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A321"", ""label"": ""C"", ""text"": ""Ya, karena not memiliki prioritas tinggi."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A322"", ""label"": ""D"", ""text"": ""Ya, jika hasil bertipe Boolean."", ""is_correct"": false, ""misconceptions"": []}]",B,FALSE,,MP-SQ-01-2
Q104,Perhitungan dilakukan sebelum data tersedia: Kasus 1,Computation is performed before data is available: Case 1,"Perhatikan urutan berikut.
  
  input(panjang, lebar, tinggi)
  layak <- volume <= 1000000
  volume <- panjang * lebar * tinggi
  
  Kapan layak dapat dihitung dengan benar?","Perhatikan urutan berikut.
  
  input(panjang, lebar, tinggi)
  layak <- volume <= 1000000
  volume <- panjang * lebar * tinggi
  
  Kapan layak dapat dihitung dengan benar?",SQ-03,Setelah volume menerima hasil panjang * lebar * tinggi.,Kunci: B,W03,225,104,TRUE,ready,MP,LMS,LMS-MP-W03-SQ-03-Q1,SQ-03,,Uji pemahaman tentang Perhitungan dilakukan sebelum data tersedia. Perhatikan urutan berikut. Kapan layak dapat dihitung dengan benar?,Assess understanding of Computation is performed before data is available. Perhatikan urutan berikut. Kapan layak dapat dihitung dengan benar?,"[{""type"": ""text"", ""content"": ""Perhatikan urutan berikut.""}, {""type"": ""code"", ""content"": ""input(panjang, lebar, tinggi)\n layak <- volume <= 1000000\n volume <- panjang * lebar * tinggi""}, {""type"": ""text"", ""content"": ""Kapan layak dapat dihitung dengan benar?""}]","[{""type"": ""text"", ""content"": ""Perhatikan urutan berikut.""}, {""type"": ""code"", ""content"": ""input(panjang, lebar, tinggi)\n layak <- volume <= 1000000\n volume <- panjang * lebar * tinggi""}, {""type"": ""text"", ""content"": ""Kapan layak dapat dihitung dengan benar?""}]",[],[],1,SQ-03,,,,,none,,"[{""answer_id"": ""A323"", ""label"": ""A"", ""text"": ""Sebelum volume dihitung karena rumus volume sudah diketahui."", ""is_correct"": false, ""misconceptions"": [""SQ-03""]}, {""answer_id"": ""A324"", ""label"": ""B"", ""text"": ""Setelah volume menerima hasil panjang * lebar * tinggi."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A325"", ""label"": ""C"", ""text"": ""Sebelum input dibaca."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A326"", ""label"": ""D"", ""text"": ""Urutan tidak berpengaruh."", ""is_correct"": false, ""misconceptions"": [""SQ-01""]}]",B,TRUE,,MP-SQ-03-1
Q105,Perhitungan dilakukan sebelum data tersedia: Kasus 2,Computation is performed before data is available: Case 2,Konversi drachma memerlukan sisa setelah mengambil attic talent. Manakah urutan yang benar?,Konversi drachma memerlukan sisa setelah mengambil attic talent. Manakah urutan yang benar?,SQ-03,sisa <- drachma mod 6000; mine <- sisa div 100,Kunci: B,W03,226,105,TRUE,ready,MP,LMS,LMS-MP-W03-SQ-03-Q2,SQ-03,,Uji pemahaman tentang Perhitungan dilakukan sebelum data tersedia. Konversi drachma memerlukan sisa setelah mengambil attic talent.,Assess understanding of Computation is performed before data is available. Konversi drachma memerlukan sisa setelah mengambil attic talent.,"[{""type"": ""text"", ""content"": ""Konversi drachma memerlukan sisa setelah mengambil attic talent. Manakah urutan yang benar?""}]","[{""type"": ""text"", ""content"": ""Konversi drachma memerlukan sisa setelah mengambil attic talent. Manakah urutan yang benar?""}]",[],[],2,SQ-03,,,,,none,,"[{""answer_id"": ""A327"", ""label"": ""A"", ""text"": ""mine <- sisa div 100; sisa <- drachma mod 6000"", ""is_correct"": false, ""misconceptions"": [""SQ-03""]}, {""answer_id"": ""A328"", ""label"": ""B"", ""text"": ""sisa <- drachma mod 6000; mine <- sisa div 100"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A329"", ""label"": ""C"", ""text"": ""mine <- sisa div 100 tanpa pernah memberi sisa nilai"", ""is_correct"": false, ""misconceptions"": [""VA-14""]}, {""answer_id"": ""A330"", ""label"": ""D"", ""text"": ""Urutan A dan B selalu sama"", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-SQ-03-2
Q106,Nama variabel tertukar dengan nilainya saat output: Kasus 1,A variable name is confused with its value in output: Case 1,"Diketahui hasil bertipe Boolean dan bernilai true. Apa keluaran dari output(""hasil"")?","Diketahui hasil bertipe Boolean dan bernilai true. Apa keluaran dari output(""hasil"")?",IO-02,hasil,Kunci: B,W03,227,106,TRUE,ready,MP,LMS,LMS-MP-W03-IO-02-Q1,IO-02,,Uji pemahaman tentang Nama variabel tertukar dengan nilainya saat output. Diketahui hasil bertipe Boolean dan bernilai true.,Assess understanding of A variable name is confused with its value in output. Diketahui hasil bertipe Boolean dan bernilai true.,"[{""type"": ""text"", ""content"": ""Diketahui hasil bertipe Boolean dan bernilai true. Apa keluaran dari output(\""hasil\"")?""}]","[{""type"": ""text"", ""content"": ""Diketahui hasil bertipe Boolean dan bernilai true. Apa keluaran dari output(\""hasil\"")?""}]",[],[],1,IO-02,,,,,none,,"[{""answer_id"": ""A331"", ""label"": ""A"", ""text"": ""true"", ""is_correct"": false, ""misconceptions"": [""IO-02""]}, {""answer_id"": ""A332"", ""label"": ""B"", ""text"": ""hasil"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A333"", ""label"": ""C"", ""text"": ""hasil = true"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A334"", ""label"": ""D"", ""text"": ""tidak ada keluaran"", ""is_correct"": false, ""misconceptions"": []}]",B,FALSE,,MP-IO-02-1
Q107,Nama variabel tertukar dengan nilainya saat output: Kasus 2,A variable name is confused with its value in output: Case 2,"Perhatikan dua instruksi berikut.
  
  output(status)
  output(""status"")
  
  Jika status bernilai false, keluaran berturut-turut adalah:","Perhatikan dua instruksi berikut.
  
  output(status)
  output(""status"")
  
  Jika status bernilai false, keluaran berturut-turut adalah:",IO-02,false lalu status,Kunci: A,W03,228,107,TRUE,ready,MP,LMS,LMS-MP-W03-IO-02-Q2,IO-02,,Uji pemahaman tentang Nama variabel tertukar dengan nilainya saat output. Perhatikan dua instruksi berikut.,Assess understanding of A variable name is confused with its value in output. Perhatikan dua instruksi berikut.,"[{""type"": ""text"", ""content"": ""Perhatikan dua instruksi berikut.""}, {""type"": ""code"", ""content"": ""output(status)\n output(\""status\"")""}, {""type"": ""text"", ""content"": ""Jika status bernilai false, keluaran berturut-turut adalah:""}]","[{""type"": ""text"", ""content"": ""Perhatikan dua instruksi berikut.""}, {""type"": ""code"", ""content"": ""output(status)\n output(\""status\"")""}, {""type"": ""text"", ""content"": ""Jika status bernilai false, keluaran berturut-turut adalah:""}]",[],[],2,IO-02,,,,,none,,"[{""answer_id"": ""A335"", ""label"": ""A"", ""text"": ""false lalu status"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A336"", ""label"": ""B"", ""text"": ""status lalu false"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A337"", ""label"": ""C"", ""text"": ""false lalu false"", ""is_correct"": false, ""misconceptions"": [""IO-02""]}, {""answer_id"": ""A338"", ""label"": ""D"", ""text"": ""status lalu status"", ""is_correct"": false, ""misconceptions"": []}]",A,FALSE,,MP-IO-02-2
Q108,Hasil perhitungan dianggap otomatis menjadi output: Kasus 1,A computed result is assumed to become output automatically: Case 1,"Perhatikan pseudocode berikut.
  
  input(x)
  genap <- x mod 2 == 0
  
  Apa yang ditampilkan?","Perhatikan pseudocode berikut.
  
  input(x)
  genap <- x mod 2 == 0
  
  Apa yang ditampilkan?",IO-05,tidak ada keluaran,Kunci: C,W03,229,108,TRUE,ready,MP,LMS,LMS-MP-W03-IO-05-Q1,IO-05,,Uji pemahaman tentang Hasil perhitungan dianggap otomatis menjadi output. Perhatikan pseudocode berikut. Apa yang ditampilkan?,Assess understanding of A computed result is assumed to become output automatically. Perhatikan pseudocode berikut. Apa yang ditampilkan?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""input(x)\n genap <- x mod 2 == 0""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""input(x)\n genap <- x mod 2 == 0""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]",[],[],1,IO-05,,,,,none,,"[{""answer_id"": ""A339"", ""label"": ""A"", ""text"": ""true atau false sesuai x"", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A340"", ""label"": ""B"", ""text"": ""nilai x"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A341"", ""label"": ""C"", ""text"": ""tidak ada keluaran"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A342"", ""label"": ""D"", ""text"": ""nama genap"", ""is_correct"": false, ""misconceptions"": []}]",C,TRUE,,MP-IO-05-1
Q109,Hasil perhitungan dianggap otomatis menjadi output: Kasus 2,A computed result is assumed to become output automatically: Case 2,"Sebuah algoritma menghitung:
  
  vokal <- (ch == 'a') or (ch == 'i')
  
  Kemudian program berakhir. Apakah nilai vokal otomatis terlihat oleh pengguna?","Sebuah algoritma menghitung:
  
  vokal <- (ch == 'a') or (ch == 'i')
  
  Kemudian program berakhir. Apakah nilai vokal otomatis terlihat oleh pengguna?",IO-05,"Tidak, diperlukan output(vokal).",Kunci: B,W03,230,109,TRUE,ready,MP,LMS,LMS-MP-W03-IO-05-Q2,IO-05,,Uji pemahaman tentang Hasil perhitungan dianggap otomatis menjadi output. Sebuah algoritma menghitung: Kemudian program berakhir.,Assess understanding of A computed result is assumed to become output automatically. Sebuah algoritma menghitung: Kemudian program berakhir.,"[{""type"": ""text"", ""content"": ""Sebuah algoritma menghitung:""}, {""type"": ""code"", ""content"": ""vokal <- (ch == 'a') or (ch == 'i')""}, {""type"": ""text"", ""content"": ""Kemudian program berakhir. Apakah nilai vokal otomatis terlihat oleh pengguna?""}]","[{""type"": ""text"", ""content"": ""Sebuah algoritma menghitung:""}, {""type"": ""code"", ""content"": ""vokal <- (ch == 'a') or (ch == 'i')""}, {""type"": ""text"", ""content"": ""Kemudian program berakhir. Apakah nilai vokal otomatis terlihat oleh pengguna?""}]",[],[],2,IO-05,,,,,none,,"[{""answer_id"": ""A343"", ""label"": ""A"", ""text"": ""Ya, semua assignment selalu dicetak."", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A344"", ""label"": ""B"", ""text"": ""Tidak, diperlukan output(vokal)."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A345"", ""label"": ""C"", ""text"": ""Ya, khusus nilai Boolean."", ""is_correct"": false, ""misconceptions"": [""IO-05""]}, {""answer_id"": ""A346"", ""label"": ""D"", ""text"": ""Ya, jika vokal bernilai true."", ""is_correct"": false, ""misconceptions"": []}]",B,TRUE,,MP-IO-05-2
Q110,Ekspresi Boolean dianggap harus dibandingkan dengan True atau False: Kasus 1,A Boolean expression is assumed to require comparison with True or False: Case 1,"Perhatikan pseudocode berikut.
  
  input(nilai)
  lulus <- nilai >= 60
  output(lulus)
  
  Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?","Perhatikan pseudocode berikut.
  
  input(nilai)
  lulus <- nilai >= 60
  output(lulus)
  
  Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?",EX-01,"Ya, karena nilai >= 60 sudah merupakan ekspresi Boolean.",Kunci: C,W03,231,110,TRUE,ready,MP,LMS,LMS-MP-W03-EX-01-Q1,EX-01,,Uji pemahaman tentang Ekspresi Boolean dianggap harus dibandingkan dengan True atau False. Perhatikan pseudocode berikut. Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?,Assess understanding of A Boolean expression is assumed to require comparison with True or False. Perhatikan pseudocode berikut. Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""input(nilai)\n lulus <- nilai >= 60\n output(lulus)""}, {""type"": ""text"", ""content"": ""Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""input(nilai)\n lulus <- nilai >= 60\n output(lulus)""}, {""type"": ""text"", ""content"": ""Apakah algoritma tersebut dapat menghasilkan Boolean tanpa if-else?""}]",[],[],1,EX-01,,,,,none,,"[{""answer_id"": ""A347"", ""label"": ""A"", ""text"": ""Tidak, karena nilai >= 60 harus berada di dalam if."", ""is_correct"": false, ""misconceptions"": [""EX-01""]}, {""answer_id"": ""A348"", ""label"": ""B"", ""text"": ""Tidak, karena lulus harus dibandingkan lagi dengan true."", ""is_correct"": false, ""misconceptions"": [""EX-01""]}, {""answer_id"": ""A349"", ""label"": ""C"", ""text"": ""Ya, karena nilai >= 60 sudah merupakan ekspresi Boolean."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A350"", ""label"": ""D"", ""text"": ""Ya, tetapi hanya jika nilai tepat 60."", ""is_correct"": false, ""misconceptions"": []}]",C,FALSE,,MP-EX-01-1
Q111,Ekspresi Boolean dianggap harus dibandingkan dengan True atau False: Kasus 2,A Boolean expression is assumed to require comparison with True or False: Case 2,Manakah cara paling langsung untuk menampilkan apakah x negatif?,Manakah cara paling langsung untuk menampilkan apakah x negatif?,EX-01,output(x < 0),Kunci: A,W03,232,111,TRUE,ready,MP,LMS,LMS-MP-W03-EX-01-Q2,EX-01,,Uji pemahaman tentang Ekspresi Boolean dianggap harus dibandingkan dengan True atau False. Manakah cara paling langsung untuk menampilkan apakah x negatif?,Assess understanding of A Boolean expression is assumed to require comparison with True or False. Manakah cara paling langsung untuk menampilkan apakah x negatif?,"[{""type"": ""text"", ""content"": ""Manakah cara paling langsung untuk menampilkan apakah x negatif?""}]","[{""type"": ""text"", ""content"": ""Manakah cara paling langsung untuk menampilkan apakah x negatif?""}]",[],[],2,EX-01,,,,,none,,"[{""answer_id"": ""A351"", ""label"": ""A"", ""text"": ""output(x < 0)"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A352"", ""label"": ""B"", ""text"": ""if x < 0 then output(true) else output(false) endif"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A353"", ""label"": ""C"", ""text"": ""output((x < 0) == true)"", ""is_correct"": false, ""misconceptions"": [""EX-01""]}, {""answer_id"": ""A354"", ""label"": ""D"", ""text"": ""A, B, dan C selalu wajib dipakai bersamaan."", ""is_correct"": false, ""misconceptions"": [""EX-01""]}]",A,FALSE,,MP-EX-01-2
Q112,Literal atau variabel tunggal dianggap bukan ekspresi: Kasus 1,A single literal or variable is assumed not to be an expression: Case 1,Diketahui status bertipe Boolean. Apakah instruksi output(status) valid?,Diketahui status bertipe Boolean. Apakah instruksi output(status) valid?,EX-04,"Ya, satu nama variabel merupakan ekspresi yang sah.",Kunci: B,W03,233,112,TRUE,ready,MP,LMS,LMS-MP-W03-EX-04-Q1,EX-04,,Uji pemahaman tentang Literal atau variabel tunggal dianggap bukan ekspresi. Diketahui status bertipe Boolean.,Assess understanding of A single literal or variable is assumed not to be an expression. Diketahui status bertipe Boolean.,"[{""type"": ""text"", ""content"": ""Diketahui status bertipe Boolean. Apakah instruksi output(status) valid?""}]","[{""type"": ""text"", ""content"": ""Diketahui status bertipe Boolean. Apakah instruksi output(status) valid?""}]",[],[],1,EX-04,,,,,none,,"[{""answer_id"": ""A355"", ""label"": ""A"", ""text"": ""Tidak, karena ekspresi harus memiliki operator."", ""is_correct"": false, ""misconceptions"": [""EX-04""]}, {""answer_id"": ""A356"", ""label"": ""B"", ""text"": ""Ya, satu nama variabel merupakan ekspresi yang sah."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A357"", ""label"": ""C"", ""text"": ""Tidak, karena output hanya menerima angka."", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A358"", ""label"": ""D"", ""text"": ""Ya, tetapi hanya jika status true."", ""is_correct"": false, ""misconceptions"": []}]",B,FALSE,,MP-EX-04-1
Q113,Literal atau variabel tunggal dianggap bukan ekspresi: Kasus 2,A single literal or variable is assumed not to be an expression: Case 2,Manakah assignment Boolean yang valid?,Manakah assignment Boolean yang valid?,EX-04,hasil <- true,Kunci: A,W03,234,113,TRUE,ready,MP,LMS,LMS-MP-W03-EX-04-Q2,EX-04,,Uji pemahaman tentang Literal atau variabel tunggal dianggap bukan ekspresi. Manakah assignment Boolean yang valid?,Assess understanding of A single literal or variable is assumed not to be an expression. Manakah assignment Boolean yang valid?,"[{""type"": ""text"", ""content"": ""Manakah assignment Boolean yang valid?""}]","[{""type"": ""text"", ""content"": ""Manakah assignment Boolean yang valid?""}]",[],[],2,EX-04,,,,,none,,"[{""answer_id"": ""A359"", ""label"": ""A"", ""text"": ""hasil <- true"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A360"", ""label"": ""B"", ""text"": ""hasil <- true and"", ""is_correct"": false, ""misconceptions"": [""EX-04""]}, {""answer_id"": ""A361"", ""label"": ""C"", ""text"": ""hasil <-"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A362"", ""label"": ""D"", ""text"": ""hasil true"", ""is_correct"": false, ""misconceptions"": []}]",A,FALSE,,MP-EX-04-2
